"","id","createTime","CategoryType","isAd","shareEnabled","duetEnabled","stitchEnabled","itemCommentStatus","desc","textLanguage","creatorAIComment.eligibleVideo","creatorAIComment.hasAITopic","creatorAIComment.notEligibleReason","author.id","author.uniqueId","author.nickname","author.verified","author.privateAccount","music.id","music.title","music.authorName","music.original","music.duration","music.isCopyrighted","video.codecType","video.format","video.videoQuality","video.duration","video.width","video.height","video.size","video.bitrate","video.VQScore","video.volumeInfo.Loudness","video.volumeInfo.Peak","video.claInfo.enableAutoCaption","video.claInfo.hasOriginalAudio","video.claInfo.originalLanguageInfo.languageCode","stats.playCount","stats.diggCount","stats.commentCount","stats.shareCount","stats.collectCount"
1695,7548463990314143032,1757513735,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6988247251525044225,"Collita","Vero Pérez & Jorge Villanueva",False,60,False,"h264","mp4","normal",32,576,1024,4990371,1213464,65.02,-16.5,0.83176,True,True,"es",807800,30800,1397,357,1212
1696,7548470076811382072,1757515154,120,False,True,True,True,0,"#Bolivia #SantaCruz #Tarija#Oruro#LaPaz ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7387935690878733061,"sonido original","BOLIVIA 2.0🇮🇩🇧🇴",True,64,True,"h264","mp4","normal",22,576,1024,4215143,1514399,62.76,-20.4,0.6166,True,True,"",62600,2841,87,37,109
1697,7548498712419388728,1757521820,111,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7548498746197592838,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,38,False,"h264","mp4","normal",38,576,1024,5788569,1208690,67.76,-13.3,1.0,True,True,"es",46300,2332,45,43,85
1698,7548564262403214648,1757537085,120,False,True,False,False,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,203,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6702744047242446849,"Píntame Bolivia","Negro y Blanco",False,60,True,"","","",0,0,0,0,0,"","","",False,False,"",29100,896,25,14,31
1699,7548657096871464248,1757558700,112,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6754778567667615745,"Bolivia Va al Mundial","Familia Valdivia",False,60,True,"h264","mp4","normal",77,576,1024,7440335,766383,72.5,-14.2,1.0,True,True,"es",64100,4213,75,65,186
1700,7548659088247360824,1757559163,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7548659134284679941,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,103,False,"h264","mp4","normal",103,576,1024,9048249,702776,73.03,-21.0,0.52481,True,True,"es",198700,9805,333,326,514
1701,7548824616618233094,1757597699,114,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6997309521388144642,"Justicia para Vivir","CHILA JATUN",False,60,False,"h264","mp4","normal",131,576,1024,17030089,1034022,60.31,-19.5,0.91201,True,True,"es",64900,3702,142,118,202
1702,7548834166859648312,1757599924,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6929938704622422018,"Solo Le Pido A Dios","Luciano Pereyra",False,60,True,"h264","mp4","normal",216,576,1024,17505083,647437,67.93,-15.7,1.0,True,True,"es",81900,4768,300,151,268
1703,7548888279119154437,1757612523,114,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,6997309521388144642,"Justicia para Vivir","CHILA JATUN",False,60,False,"h264","mp4","normal",111,576,1024,10126875,729805,67.01,-14.0,1.0,True,True,"es",322100,14800,1051,831,773
1704,7548928457112030520,1757621876,120,False,True,True,True,0,"#Bolivia #SantaCruz#Tarija#Oruro ","un",False,False,212,7365157332969718789,"fuerzapatriotica","NUEVAS IDEAS CON LIBERTAD",False,False,7548928501324221190,"sonido original","NUEVAS IDEAS CON LIBERTAD",True,184,False,"h264","mp4","normal",184,576,1024,8176727,354673,52.47,-13.4,1.0,True,True,"es",44800,2686,224,104,179
